chainage_m,x_utm45,y_utm45,lon,lat,elev_m
1795,354377.8,3129513.6,85.51512,28.28360,4062.1
1838,354347.8,3129543.6,85.51481,28.28387,4050.9
1868,354347.8,3129573.6,85.51481,28.28414,4041.4
1898,354347.8,3129603.6,85.51480,28.28441,4033.1
1928,354347.8,3129633.6,85.51480,28.28468,4027.5
1958,354347.8,3129663.6,85.51480,28.28496,4021.6
2000,354317.8,3129693.6,85.51449,28.28522,4015.1
2042,354287.8,3129723.6,85.51418,28.28549,4007.0
2085,354257.8,3129753.6,85.51387,28.28576,3998.7
2127,354227.8,3129783.6,85.51356,28.28602,3989.9
2170,354197.8,3129813.6,85.51325,28.28629,3981.6
2212,354167.8,3129843.6,85.51294,28.28656,3975.6
2255,354137.8,3129873.6,85.51263,28.28683,3967.2
2297,354107.8,3129903.6,85.51232,28.28709,3957.5
2339,354077.8,3129933.6,85.51201,28.28736,3945.4
2382,354047.8,3129963.6,85.51170,28.28763,3925.8
2424,354017.8,3129993.6,85.51139,28.28790,3908.4
2454,354017.8,3130023.6,85.51139,28.28817,3887.4
2497,354047.8,3130053.6,85.51169,28.28844,3859.5
2527,354047.8,3130083.6,85.51168,28.28871,3830.1
2557,354047.8,3130113.6,85.51168,28.28898,3810.7
2599,354017.8,3130143.6,85.51137,28.28925,3793.8
2642,353987.8,3130173.6,85.51106,28.28952,3780.8
2684,354017.8,3130203.6,85.51136,28.28979,3770.4
2714,354017.8,3130233.6,85.51136,28.29006,3762.5
2744,354017.8,3130263.6,85.51136,28.29033,3754.2
2774,354017.8,3130293.6,85.51135,28.29060,3747.3
2816,354047.8,3130323.6,85.51165,28.29088,3739.5
2846,354047.8,3130353.6,85.51165,28.29115,3732.6
2876,354047.8,3130383.6,85.51165,28.29142,3729.9
2919,354017.8,3130413.6,85.51134,28.29169,3721.8
2961,354047.8,3130443.6,85.51164,28.29196,3714.7
2991,354047.8,3130473.6,85.51164,28.29223,3709.7
3021,354047.8,3130503.6,85.51163,28.29250,3706.3
3051,354047.8,3130533.6,85.51163,28.29277,3705.6
3094,354077.8,3130563.6,85.51193,28.29305,3704.9
3124,354077.8,3130593.6,85.51193,28.29332,3700.0
3166,354047.8,3130623.6,85.51162,28.29358,3696.8
3196,354047.8,3130653.6,85.51161,28.29386,3693.7
3226,354047.8,3130683.6,85.51161,28.29413,3690.6
3269,354017.8,3130713.6,85.51130,28.29439,3686.6
3311,353987.8,3130743.6,85.51099,28.29466,3676.8
3353,353957.8,3130773.6,85.51068,28.29493,3665.5
3396,353927.8,3130803.6,85.51037,28.29520,3658.0
3438,353897.8,3130833.6,85.51006,28.29546,3650.3
3468,353897.8,3130863.6,85.51006,28.29573,3644.4
3511,353867.8,3130893.6,85.50975,28.29600,3640.0
3553,353837.8,3130923.6,85.50944,28.29627,3638.0
3583,353837.8,3130953.6,85.50943,28.29654,3638.0
3626,353807.8,3130983.6,85.50912,28.29681,3640.2
3668,353777.8,3131013.6,85.50881,28.29707,3641.5
3710,353747.8,3131043.6,85.50851,28.29734,3633.7
3753,353717.8,3131073.6,85.50820,28.29761,3627.1
3795,353687.8,3131103.6,85.50789,28.29788,3621.9
3838,353657.8,3131133.6,85.50758,28.29814,3617.0
3880,353627.8,3131163.6,85.50727,28.29841,3618.4
3910,353627.8,3131193.6,85.50726,28.29868,3616.2
3953,353597.8,3131223.6,85.50695,28.29895,3618.1
3983,353597.8,3131253.6,85.50695,28.29922,3616.1
4013,353597.8,3131283.6,85.50695,28.29949,3617.1
4043,353597.8,3131313.6,85.50694,28.29976,3622.1
4085,353567.8,3131343.6,85.50663,28.30003,3619.1
4127,353537.8,3131373.6,85.50632,28.30030,3613.6
4170,353507.8,3131403.6,85.50601,28.30056,3607.5
4212,353477.8,3131433.6,85.50570,28.30083,3602.4
4255,353447.8,3131463.6,85.50539,28.30110,3592.7
4297,353417.8,3131493.6,85.50508,28.30137,3588.1
4340,353387.8,3131523.6,85.50477,28.30163,3585.2
4370,353387.8,3131553.6,85.50477,28.30190,3584.0
4412,353357.8,3131583.6,85.50446,28.30217,3577.8
4454,353327.8,3131613.6,85.50415,28.30244,3558.8
4497,353297.8,3131643.6,85.50384,28.30271,3549.6
4539,353267.8,3131673.6,85.50353,28.30297,3545.2
4582,353237.8,3131703.6,85.50322,28.30324,3539.8
4612,353237.8,3131733.6,85.50322,28.30351,3532.1
4642,353237.8,3131763.6,85.50321,28.30378,3525.8
4684,353207.8,3131793.6,85.50291,28.30405,3519.2
4727,353177.8,3131823.6,85.50260,28.30432,3513.7
4757,353177.8,3131853.6,85.50259,28.30459,3507.9
4799,353147.8,3131883.6,85.50228,28.30485,3503.0
4829,353147.8,3131913.6,85.50228,28.30513,3499.0
4871,353117.8,3131943.6,85.50197,28.30539,3495.7
4914,353087.8,3131973.6,85.50166,28.30566,3490.2
4956,353057.8,3132003.6,85.50135,28.30593,3488.7
4999,353027.8,3132033.6,85.50104,28.30619,3486.7
5041,352997.8,3132063.6,85.50073,28.30646,3485.2
5071,352997.8,3132093.6,85.50073,28.30673,3483.8
5114,352967.8,3132123.6,85.50042,28.30700,3482.3
5156,352937.8,3132153.6,85.50011,28.30727,3481.1
5186,352937.8,3132183.6,85.50010,28.30754,3480.4
5228,352907.8,3132213.6,85.49979,28.30781,3478.9
5271,352877.8,3132243.6,85.49948,28.30807,3475.0
5313,352847.8,3132273.6,85.49917,28.30834,3471.7
5343,352847.8,3132303.6,85.49917,28.30861,3467.9
5386,352817.8,3132333.6,85.49886,28.30888,3464.1
5416,352817.8,3132363.6,85.49886,28.30915,3461.0
5458,352787.8,3132393.6,85.49855,28.30942,3459.2
5488,352787.8,3132423.6,85.49854,28.30969,3456.2
5531,352757.8,3132453.6,85.49823,28.30995,3452.2
5561,352757.8,3132483.6,85.49823,28.31022,3451.0
5603,352727.8,3132513.6,85.49792,28.31049,3448.0
5645,352697.8,3132543.6,85.49761,28.31076,3446.2
5675,352697.8,3132573.6,85.49761,28.31103,3444.7
5718,352667.8,3132603.6,85.49730,28.31130,3444.0
5760,352637.8,3132633.6,85.49699,28.31157,3443.4
5803,352607.8,3132663.6,85.49668,28.31183,3441.7
5845,352577.8,3132693.6,85.49637,28.31210,3438.5
5887,352547.8,3132723.6,85.49606,28.31237,3436.2
5930,352517.8,3132753.6,85.49575,28.31263,3431.9
5972,352487.8,3132783.6,85.49544,28.31290,3429.4
6015,352457.8,3132813.6,85.49513,28.31317,3425.5
6045,352427.8,3132813.6,85.49482,28.31317,3420.5
6087,352397.8,3132843.6,85.49451,28.31343,3418.2
6117,352367.8,3132843.6,85.49421,28.31343,3413.6
6160,352337.8,3132873.6,85.49390,28.31370,3408.6
6190,352307.8,3132873.6,85.49359,28.31369,3400.4
6220,352277.8,3132873.6,85.49329,28.31369,3394.1
6250,352247.8,3132873.6,85.49298,28.31369,3389.6
6292,352217.8,3132903.6,85.49267,28.31395,3382.4
6334,352187.8,3132933.6,85.49236,28.31422,3373.8
6364,352157.8,3132933.6,85.49205,28.31422,3366.0
6407,352127.8,3132963.6,85.49174,28.31449,3371.7
6449,352097.8,3132993.6,85.49143,28.31475,3361.5
6492,352067.8,3133023.6,85.49113,28.31502,3336.3
6534,352037.8,3133053.6,85.49082,28.31529,3322.1
6577,352007.8,3133083.6,85.49051,28.31555,3304.6
6619,351977.8,3133113.6,85.49020,28.31582,3284.9
6661,351947.8,3133143.6,85.48989,28.31609,3267.3
6704,351917.8,3133173.6,85.48958,28.31636,3257.7
6746,351887.8,3133203.6,85.48927,28.31662,3246.0
6789,351857.8,3133233.6,85.48896,28.31689,3236.4
6819,351827.8,3133233.6,85.48865,28.31689,3227.0
6861,351797.8,3133263.6,85.48834,28.31716,3216.6
6904,351767.8,3133293.6,85.48803,28.31742,3211.9
6934,351767.8,3133323.6,85.48803,28.31769,3205.8
6964,351767.8,3133353.6,85.48802,28.31796,3198.3
6994,351767.8,3133383.6,85.48802,28.31823,3190.9
7024,351767.8,3133413.6,85.48802,28.31851,3184.1
7066,351797.8,3133443.6,85.48832,28.31878,3176.2
7096,351797.8,3133473.6,85.48831,28.31905,3168.2
7138,351827.8,3133503.6,85.48862,28.31932,3161.4
7181,351857.8,3133533.6,85.48892,28.31960,3156.5
7211,351857.8,3133563.6,85.48891,28.31987,3151.0
7241,351857.8,3133593.6,85.48891,28.32014,3144.9
7283,351827.8,3133623.6,85.48860,28.32041,3134.8
7313,351827.8,3133653.6,85.48860,28.32068,3127.7
7356,351797.8,3133683.6,85.48829,28.32095,3122.9
7386,351797.8,3133713.6,85.48828,28.32122,3116.1
7428,351767.8,3133743.6,85.48797,28.32148,3111.5
7458,351767.8,3133773.6,85.48797,28.32175,3106.7
7501,351737.8,3133803.6,85.48766,28.32202,3101.9
7531,351737.8,3133833.6,85.48766,28.32229,3096.1
7573,351707.8,3133863.6,85.48735,28.32256,3091.3
7615,351677.8,3133893.6,85.48704,28.32283,3089.4
7658,351647.8,3133923.6,85.48673,28.32309,3086.7
7700,351617.8,3133953.6,85.48642,28.32336,3078.1
7743,351587.8,3133983.6,85.48611,28.32363,3070.2
7785,351557.8,3134013.6,85.48580,28.32390,3064.7
7815,351557.8,3134043.6,85.48579,28.32417,3058.3
7858,351527.8,3134073.6,85.48548,28.32443,3050.8
7888,351527.8,3134103.6,85.48548,28.32470,3049.4
7930,351497.8,3134133.6,85.48517,28.32497,3044.8
7972,351467.8,3134163.6,85.48486,28.32524,3034.8
8015,351437.8,3134193.6,85.48455,28.32551,3030.5
8045,351437.8,3134223.6,85.48455,28.32578,3026.9
8075,351437.8,3134253.6,85.48454,28.32605,3024.7
8105,351437.8,3134283.6,85.48454,28.32632,3021.9
8135,351437.8,3134313.6,85.48454,28.32659,3021.0
8165,351437.8,3134343.6,85.48453,28.32686,3020.2
8195,351437.8,3134373.6,85.48453,28.32713,3015.7
8225,351437.8,3134403.6,85.48452,28.32740,3009.2
8267,351467.8,3134433.6,85.48483,28.32768,3003.3
8310,351497.8,3134463.6,85.48513,28.32795,2992.0
8352,351527.8,3134493.6,85.48543,28.32822,2981.5
8382,351527.8,3134523.6,85.48543,28.32849,2975.3
8412,351527.8,3134553.6,85.48542,28.32877,2967.7
8442,351527.8,3134583.6,85.48542,28.32904,2960.7
8472,351527.8,3134613.6,85.48542,28.32931,2956.0
8502,351527.8,3134643.6,85.48541,28.32958,2951.2
8545,351557.8,3134673.6,85.48571,28.32985,2946.3
8575,351557.8,3134703.6,85.48571,28.33012,2940.4
8605,351557.8,3134733.6,85.48571,28.33039,2935.8
8635,351557.8,3134763.6,85.48570,28.33066,2931.9
8665,351557.8,3134793.6,85.48570,28.33093,2928.1
8695,351557.8,3134823.6,85.48569,28.33121,2924.0
8725,351557.8,3134853.6,85.48569,28.33148,2919.0
8755,351557.8,3134883.6,85.48569,28.33175,2916.1
8797,351527.8,3134913.6,85.48538,28.33201,2912.3
8839,351497.8,3134943.6,85.48507,28.33228,2906.2
8882,351467.8,3134973.6,85.48476,28.33255,2904.0
8924,351437.8,3135003.6,85.48445,28.33282,2895.4
8954,351407.8,3135003.6,85.48414,28.33281,2888.9
8997,351377.8,3135033.6,85.48383,28.33308,2885.0
9027,351347.8,3135033.6,85.48353,28.33308,2876.2
9057,351317.8,3135033.6,85.48322,28.33307,2873.8
9087,351287.8,3135033.6,85.48291,28.33307,2873.4
9129,351257.8,3135003.6,85.48261,28.33280,2868.7
9159,351227.8,3135003.6,85.48231,28.33279,2862.7
9189,351197.8,3135003.6,85.48200,28.33279,2858.3
9219,351167.8,3135003.6,85.48169,28.33279,2853.8
9249,351137.8,3135003.6,85.48139,28.33278,2851.6
9279,351107.8,3135003.6,85.48108,28.33278,2848.7
9309,351077.8,3135003.6,85.48078,28.33278,2847.2
9352,351047.8,3135033.6,85.48047,28.33304,2842.5
9382,351017.8,3135033.6,85.48016,28.33304,2837.6
9412,350987.8,3135033.6,85.47985,28.33304,2833.9
9442,350957.8,3135033.6,85.47955,28.33303,2828.5
9472,350927.8,3135033.6,85.47924,28.33303,2826.8
9514,350897.8,3135003.6,85.47894,28.33275,2824.8
9544,350867.8,3135003.6,85.47863,28.33275,2821.6
9574,350837.8,3135003.6,85.47833,28.33275,2819.7
9616,350807.8,3135033.6,85.47802,28.33302,2820.8
9646,350777.8,3135033.6,85.47771,28.33301,2816.5
9676,350747.8,3135033.6,85.47741,28.33301,2821.5
9706,350717.8,3135033.6,85.47710,28.33300,2823.6
9736,350687.8,3135033.6,85.47679,28.33300,2814.1
9766,350657.8,3135033.6,85.47649,28.33300,2811.9
9796,350627.8,3135033.6,85.47618,28.33299,2813.6
9826,350597.8,3135033.6,85.47588,28.33299,2804.3
9869,350567.8,3135063.6,85.47557,28.33326,2797.8
9899,350537.8,3135063.6,85.47526,28.33326,2789.3
9929,350507.8,3135063.6,85.47496,28.33325,2787.1
9959,350477.8,3135063.6,85.47465,28.33325,2787.3
10001,350447.8,3135093.6,85.47434,28.33352,2787.3
10031,350417.8,3135093.6,85.47403,28.33351,2785.3
10061,350387.8,3135093.6,85.47373,28.33351,2781.4
10091,350357.8,3135093.6,85.47342,28.33351,2779.8
10121,350327.8,3135093.6,85.47312,28.33350,2771.7
10164,350297.8,3135123.6,85.47281,28.33377,2763.0
10194,350267.8,3135123.6,85.47250,28.33377,2753.9
10224,350237.8,3135123.6,85.47219,28.33376,2749.3
10254,350207.8,3135123.6,85.47189,28.33376,2748.8
10284,350177.8,3135123.6,85.47158,28.33376,2749.8
10314,350147.8,3135123.6,85.47128,28.33375,2752.7
10344,350117.8,3135123.6,85.47097,28.33375,2753.4
10374,350087.8,3135123.6,85.47066,28.33375,2753.0
10416,350057.8,3135153.6,85.47035,28.33401,2748.4
10446,350027.8,3135153.6,85.47005,28.33401,2737.9
10489,349997.8,3135183.6,85.46974,28.33428,2736.9
10519,349967.8,3135183.6,85.46943,28.33427,2735.6
10561,349937.8,3135213.6,85.46912,28.33454,2733.9
10603,349907.8,3135243.6,85.46881,28.33481,2725.1
10646,349877.8,3135273.6,85.46850,28.33507,2715.1
10688,349847.8,3135303.6,85.46819,28.33534,2708.8
10718,349817.8,3135303.6,85.46789,28.33534,2705.4
10761,349787.8,3135273.6,85.46759,28.33506,2698.0
10791,349757.8,3135273.6,85.46728,28.33506,2692.3
10821,349727.8,3135273.6,85.46697,28.33506,2687.3
10863,349697.8,3135303.6,85.46666,28.33532,2684.4
10893,349667.8,3135303.6,85.46636,28.33532,2682.0
10936,349637.8,3135333.6,85.46605,28.33559,2678.6
10966,349607.8,3135333.6,85.46574,28.33559,2674.1
10996,349577.8,3135333.6,85.46544,28.33558,2670.5
11038,349547.8,3135363.6,85.46513,28.33585,2668.4
11068,349517.8,3135363.6,85.46482,28.33585,2664.9
11098,349487.8,3135363.6,85.46451,28.33584,2665.5
11128,349457.8,3135363.6,85.46421,28.33584,2665.1
11158,349427.8,3135363.6,85.46390,28.33584,2658.8
11188,349397.8,3135363.6,85.46360,28.33583,2653.9
11218,349367.8,3135363.6,85.46329,28.33583,2652.7
11248,349337.8,3135363.6,85.46298,28.33582,2653.7
11290,349307.8,3135393.6,85.46267,28.33609,2653.7
11320,349277.8,3135393.6,85.46237,28.33609,2649.4
11363,349247.8,3135423.6,85.46206,28.33636,2645.0
11393,349217.8,3135423.6,85.46175,28.33635,2642.1
11423,349187.8,3135423.6,85.46145,28.33635,2639.7
11465,349157.8,3135453.6,85.46114,28.33662,2636.8
11495,349127.8,3135453.6,85.46083,28.33661,2638.3
11525,349097.8,3135453.6,85.46052,28.33661,2638.5
11555,349067.8,3135453.6,85.46022,28.33661,2639.7
11585,349037.8,3135453.6,85.45991,28.33660,2640.5
11615,349007.8,3135453.6,85.45961,28.33660,2635.8
11645,348977.8,3135453.6,85.45930,28.33660,2628.3
11675,348947.8,3135453.6,85.45899,28.33659,2621.9
11705,348917.8,3135453.6,85.45869,28.33659,2617.0
11735,348887.8,3135453.6,85.45838,28.33659,2611.8
11765,348857.8,3135453.6,85.45808,28.33658,2608.5
11808,348827.8,3135483.6,85.45777,28.33685,2611.5
11838,348797.8,3135483.6,85.45746,28.33685,2612.5
11880,348767.8,3135453.6,85.45716,28.33657,2607.8
11910,348737.8,3135453.6,85.45685,28.33657,2613.2
11952,348707.8,3135423.6,85.45655,28.33629,2612.1
11982,348677.8,3135423.6,85.45625,28.33629,2614.0
12012,348647.8,3135423.6,85.45594,28.33629,2613.7
12042,348617.8,3135423.6,85.45563,28.33628,2608.4
12072,348587.8,3135423.6,85.45533,28.33628,2602.1
12102,348557.8,3135423.6,85.45502,28.33628,2598.3
12145,348527.8,3135393.6,85.45472,28.33600,2592.6
12175,348497.8,3135393.6,85.45441,28.33600,2580.9
12205,348467.8,3135393.6,85.45411,28.33600,2572.6
12247,348437.8,3135363.6,85.45381,28.33572,2563.5
12290,348407.8,3135333.6,85.45350,28.33545,2556.8
12320,348377.8,3135333.6,85.45320,28.33544,2551.0
12350,348347.8,3135333.6,85.45289,28.33544,2551.9
12380,348317.8,3135333.6,85.45259,28.33544,2550.7
12410,348287.8,3135333.6,85.45228,28.33543,2547.4
12440,348257.8,3135333.6,85.45197,28.33543,2544.1
12470,348227.8,3135333.6,85.45167,28.33543,2539.9
12500,348197.8,3135333.6,85.45136,28.33542,2537.6
12542,348167.8,3135303.6,85.45106,28.33515,2537.0
12572,348137.8,3135303.6,85.45075,28.33514,2528.9
12602,348107.8,3135303.6,85.45045,28.33514,2523.5
12632,348077.8,3135303.6,85.45014,28.33514,2518.6
12662,348047.8,3135303.6,85.44984,28.33513,2512.2
12692,348017.8,3135303.6,85.44953,28.33513,2508.1
12722,347987.8,3135303.6,85.44922,28.33513,2510.5
12752,347957.8,3135303.6,85.44892,28.33512,2511.2
12782,347927.8,3135303.6,85.44861,28.33512,2504.3
12812,347897.8,3135303.6,85.44831,28.33512,2495.2
12842,347867.8,3135303.6,85.44800,28.33511,2483.8
12872,347837.8,3135303.6,85.44769,28.33511,2471.7
12902,347807.8,3135303.6,85.44739,28.33511,2462.8
12945,347777.8,3135333.6,85.44708,28.33537,2460.0
12975,347747.8,3135333.6,85.44677,28.33537,2452.8
13017,347717.8,3135363.6,85.44646,28.33564,2459.4
13047,347687.8,3135363.6,85.44616,28.33563,2454.9
13077,347657.8,3135363.6,85.44585,28.33563,2452.5
13107,347627.8,3135363.6,85.44554,28.33563,2454.5
13137,347597.8,3135363.6,85.44524,28.33562,2459.8
13179,347567.8,3135333.6,85.44494,28.33535,2462.3
13209,347537.8,3135333.6,85.44463,28.33535,2457.9
13239,347507.8,3135333.6,85.44432,28.33534,2444.9
13269,347477.8,3135333.6,85.44402,28.33534,2439.7
13299,347447.8,3135333.6,85.44371,28.33534,2436.7
13329,347417.8,3135333.6,85.44341,28.33533,2433.9
13359,347387.8,3135333.6,85.44310,28.33533,2425.5
13389,347357.8,3135333.6,85.44279,28.33533,2415.9
13419,347327.8,3135333.6,85.44249,28.33532,2413.2
13449,347297.8,3135333.6,85.44218,28.33532,2411.9
13492,347267.8,3135303.6,85.44188,28.33504,2405.6
13534,347237.8,3135333.6,85.44157,28.33531,2403.3
13564,347207.8,3135333.6,85.44126,28.33531,2396.2
13594,347177.8,3135333.6,85.44096,28.33530,2389.0
13624,347147.8,3135333.6,85.44065,28.33530,2383.0
13654,347117.8,3135333.6,85.44035,28.33530,2379.4
13684,347087.8,3135333.6,85.44004,28.33529,2376.8
13714,347057.8,3135333.6,85.43974,28.33529,2375.5
13744,347027.8,3135333.6,85.43943,28.33529,2376.5
13787,346997.8,3135303.6,85.43913,28.33501,2373.9
13817,346967.8,3135303.6,85.43882,28.33501,2372.1
13847,346937.8,3135303.6,85.43852,28.33501,2368.1
13877,346907.8,3135303.6,85.43821,28.33500,2365.5
13907,346877.8,3135303.6,85.43790,28.33500,2367.2
13937,346847.8,3135303.6,85.43760,28.33499,2373.8
13979,346817.8,3135273.6,85.43730,28.33472,2374.7
14009,346787.8,3135273.6,85.43699,28.33472,2376.1
14052,346757.8,3135243.6,85.43669,28.33444,2374.7
14082,346727.8,3135243.6,85.43638,28.33444,2370.5
14124,346697.8,3135213.6,85.43608,28.33417,2362.9
14154,346667.8,3135213.6,85.43577,28.33416,2354.3
14196,346637.8,3135183.6,85.43547,28.33389,2346.3
14226,346607.8,3135183.6,85.43517,28.33388,2348.2
14269,346577.8,3135153.6,85.43486,28.33361,2347.9
14311,346547.8,3135123.6,85.43456,28.33334,2343.1
14341,346517.8,3135123.6,85.43426,28.33333,2345.3
14384,346487.8,3135093.6,85.43395,28.33306,2342.7
14426,346457.8,3135063.6,85.43365,28.33278,2337.8
14469,346427.8,3135033.6,85.43335,28.33251,2332.1
14511,346397.8,3135003.6,85.43305,28.33224,2325.4
14553,346367.8,3134973.6,85.43275,28.33196,2322.7
14596,346337.8,3134943.6,85.43244,28.33169,2319.0
14638,346307.8,3134913.6,85.43214,28.33141,2316.8
14668,346277.8,3134913.6,85.43184,28.33141,2313.3
14711,346247.8,3134883.6,85.43153,28.33113,2304.2
14753,346217.8,3134853.6,85.43123,28.33086,2297.0
14796,346187.8,3134823.6,85.43093,28.33059,2291.0
14826,346157.8,3134823.6,85.43062,28.33058,2290.6
14856,346127.8,3134823.6,85.43032,28.33058,2287.6
14886,346097.8,3134823.6,85.43001,28.33058,2287.3
14916,346067.8,3134823.6,85.42971,28.33057,2290.4
14958,346037.8,3134793.6,85.42940,28.33030,2279.2
15000,346007.8,3134823.6,85.42909,28.33057,2291.7
15030,345977.8,3134823.6,85.42879,28.33056,2287.3
15060,345947.8,3134823.6,85.42848,28.33056,2284.5
15090,345917.8,3134823.6,85.42818,28.33055,2283.7
15120,345887.8,3134823.6,85.42787,28.33055,2284.4
15150,345857.8,3134823.6,85.42756,28.33055,2288.0
15193,345827.8,3134793.6,85.42726,28.33027,2289.6
15223,345797.8,3134793.6,85.42696,28.33027,2291.8
15265,345767.8,3134823.6,85.42665,28.33054,2288.8
15308,345737.8,3134793.6,85.42634,28.33026,2288.6
15338,345707.8,3134793.6,85.42604,28.33026,2286.4
15368,345677.8,3134793.6,85.42573,28.33026,2285.5
15398,345647.8,3134793.6,85.42543,28.33025,2285.0
15428,345617.8,3134793.6,85.42512,28.33025,2280.6
15458,345587.8,3134793.6,85.42482,28.33025,2273.6
15500,345557.8,3134763.6,85.42451,28.32997,2260.6
15530,345527.8,3134763.6,85.42421,28.32997,2248.5
15560,345497.8,3134763.6,85.42390,28.32996,2246.2
15590,345467.8,3134763.6,85.42360,28.32996,2243.0
15620,345437.8,3134763.6,85.42329,28.32996,2242.4
15650,345407.8,3134763.6,85.42298,28.32995,2243.0
15693,345377.8,3134733.6,85.42268,28.32968,2241.5
15723,345347.8,3134733.6,85.42238,28.32968,2237.1
15753,345317.8,3134733.6,85.42207,28.32967,2235.7
15783,345287.8,3134733.6,85.42176,28.32967,2234.5
15813,345257.8,3134733.6,85.42146,28.32966,2236.0
15855,345227.8,3134703.6,85.42116,28.32939,2234.4
15897,345197.8,3134673.6,85.42085,28.32912,2238.4
15940,345167.8,3134643.6,85.42055,28.32884,2233.9
15982,345137.8,3134613.6,85.42025,28.32857,2225.8
16025,345107.8,3134583.6,85.41995,28.32829,2216.5
16055,345077.8,3134583.6,85.41964,28.32829,2217.3
16097,345047.8,3134553.6,85.41934,28.32802,2212.1
16127,345017.8,3134553.6,85.41903,28.32801,2216.4
16170,344987.8,3134523.6,85.41873,28.32774,2217.6
16200,344957.8,3134523.6,85.41843,28.32773,2219.1
16242,344927.8,3134493.6,85.41812,28.32746,2219.4
16284,344897.8,3134463.6,85.41782,28.32719,2215.6
16314,344867.8,3134463.6,85.41752,28.32718,2212.6
16344,344837.8,3134463.6,85.41721,28.32718,2212.5
16387,344807.8,3134493.6,85.41690,28.32745,2218.5
16417,344777.8,3134493.6,85.41659,28.32744,2213.6
16447,344747.8,3134493.6,85.41629,28.32744,2210.1
16489,344717.8,3134463.6,85.41599,28.32716,2202.2
16532,344687.8,3134433.6,85.41569,28.32689,2213.3
16574,344657.8,3134403.6,85.41538,28.32662,2214.2
16617,344627.8,3134373.6,85.41508,28.32634,2211.5
16659,344597.8,3134343.6,85.41478,28.32607,2207.7
16701,344567.8,3134313.6,85.41448,28.32579,2206.0
16744,344537.8,3134283.6,85.41418,28.32552,2214.7
16786,344507.8,3134253.6,85.41387,28.32524,2219.0
16829,344477.8,3134223.6,85.41357,28.32497,2219.1
16871,344447.8,3134193.6,85.41327,28.32470,2212.3
16901,344447.8,3134163.6,85.41327,28.32443,2211.4
16944,344417.8,3134133.6,85.41297,28.32415,2206.5
16974,344417.8,3134103.6,85.41298,28.32388,2198.3
17016,344387.8,3134073.6,85.41267,28.32361,2193.5
17046,344387.8,3134043.6,85.41268,28.32334,2186.9
17076,344387.8,3134013.6,85.41268,28.32306,2179.8
17106,344387.8,3133983.6,85.41269,28.32279,2168.6
17148,344357.8,3133953.6,85.41238,28.32252,2169.7
17178,344357.8,3133923.6,85.41239,28.32225,2166.1
17208,344357.8,3133893.6,85.41239,28.32198,2165.2
