x,y,chainage_m,dist_m,dh_m,reliability
341133,3123421,31268,1953,-0.03,80
341213,3123421,31268,2033,-0.13,49
341373,3123421,31268,2191,0.83,18
341933,3123421,31268,2748,-0.05,18
342093,3123421,31268,2907,0.76,18
342173,3123421,31268,2987,0.65,37
343053,3123421,31268,3864,0.60,17
333053,3123341,32501,5604,-1.01,30
333373,3123341,32501,5291,-0.66,31
333453,3123341,32501,5213,-1.30,37
333933,3123341,32501,4746,-0.86,68
334253,3123341,32501,4436,-0.67,37
334333,3123341,32501,4359,-0.74,32
334493,3123341,32501,4205,-0.55,73
334733,3123341,32501,3974,-0.50,65
334813,3123341,32501,3898,-0.74,58
335053,3123341,32501,3669,-0.36,57
335133,3123341,32501,3593,-0.42,66
335293,3123341,32501,3442,-0.54,64
335373,3123341,32501,3367,-7.14,18
335613,3123341,32501,3142,-1.33,26
335773,3123341,32501,2994,-20.05,22
335853,3123341,32501,2920,-0.66,24
336093,3123341,32501,2701,-0.62,16
336493,3123341,32356,2342,-0.18,55
336653,3123341,32356,2200,-0.12,43
336973,3123341,32356,1923,-0.13,41
337053,3123341,32356,1856,-0.39,23
337133,3123341,32356,1789,-0.02,17
337213,3123341,32356,1725,-0.15,36
337293,3123341,32356,1661,-0.75,36
337373,3123341,32199,1598,-0.49,28
337533,3123341,32199,1469,-0.17,56
337613,3123341,32042,1406,4.69,16
337693,3123341,32042,1341,0.07,25
337933,3123341,31884,1149,-0.30,60
338253,3123341,31727,893,-0.33,55
338493,3123341,31015,677,6.11,27
338653,3123341,31015,518,-8.29,59
338813,3123341,31015,359,-0.31,52
338893,3123341,31015,280,0.02,46
338973,3123341,31015,202,-0.38,54
339213,3123341,31015,69,25.80,47
339453,3123341,31015,290,0.07,38
339613,3123341,31015,448,0.19,32
339693,3123341,31015,528,-0.12,25
340013,3123341,31268,836,-0.17,60
340093,3123341,31268,914,-0.12,72
340173,3123341,31268,993,-0.07,67
340253,3123341,31268,1071,0.10,52
340333,3123341,31268,1150,0.23,31
340413,3123341,31268,1229,28.02,55
340573,3123341,31268,1388,25.13,19
340653,3123341,31268,1467,-0.23,42
340973,3123341,31268,1785,1.55,13
341213,3123341,31268,2024,2.00,21
341853,3123341,31268,2661,0.18,16
342013,3123341,31268,2821,0.48,23
342253,3123341,31268,3061,0.55,18
342333,3123341,31268,3140,0.06,30
342893,3123341,31268,3700,-34.24,58
332733,3123261,32501,5902,6.84,14
332813,3123261,32501,5824,-12.84,63
332893,3123261,32501,5745,-0.88,55
332973,3123261,32501,5667,28.55,19
333053,3123261,32501,5588,-8.43,28
333293,3123261,32501,5353,25.10,67
333933,3123261,32501,4727,-0.83,74
334013,3123261,32501,4649,38.24,16
334093,3123261,32501,4571,-0.78,76
334173,3123261,32501,4494,-0.77,75
334253,3123261,32501,4416,-0.71,66
334333,3123261,32501,4338,-0.61,28
334493,3123261,32501,4184,-0.70,77
334653,3123261,32501,4029,-0.37,37
334733,3123261,32501,3952,-0.48,63
334813,3123261,32501,3875,-0.51,69
334973,3123261,32501,3721,-0.49,20
335613,3123261,32501,3114,-0.79,38
335693,3123261,32501,3039,-0.68,40
335773,3123261,32501,2964,-0.38,48
335853,3123261,32501,2889,-0.50,62
336413,3123261,32501,2378,-0.52,42
336573,3123261,32356,2236,-0.39,42
336653,3123261,32356,2164,-0.06,34
337053,3123261,32356,1812,-0.52,37
337133,3123261,32356,1745,-0.54,45
337453,3123261,32356,1486,-0.11,60
337533,3123261,32199,1421,-0.39,58
337773,3123261,32042,1229,-9.74,23
337853,3123261,32042,1165,-0.54,15
337933,3123261,32042,1102,2.46,15
338013,3123261,31884,1037,-0.36,44
338493,3123261,31727,659,-0.58,17
338573,3123261,31135,595,8.76,42
338653,3123261,31135,515,-0.44,50
338893,3123261,31135,275,5.18,35
340013,3123261,31268,822,-0.23,43
340093,3123261,31268,901,0.43,27
340333,3123261,31268,1140,0.07,14
340573,3123261,31268,1379,0.24,73
340653,3123261,31268,1459,0.14,77
340733,3123261,31268,1539,0.24,23
340973,3123261,31268,1778,-0.06,55
341053,3123261,31268,1858,-19.74,14
341293,3123261,31268,2098,0.23,45
341933,3123261,31268,2737,0.01,72
342013,3123261,31268,2817,-10.62,24
342093,3123261,31268,2897,0.37,65
342253,3123261,31268,3057,0.56,59
342333,3123261,31268,3137,0.41,47
342413,3123261,31268,3217,20.79,45
342573,3123261,31268,3377,4.62,65
342813,3123261,31268,3616,0.23,19
342893,3123261,31268,3696,-1.77,53
342973,3123261,31268,3776,0.01,15
343293,3123261,31268,4096,0.90,12
332413,3123181,32501,6204,3.90,43
333053,3123181,32501,5573,-0.77,37
333133,3123181,32501,5495,-31.73,21
333293,3123181,32501,5337,-20.07,31
333533,3123181,32501,5102,-11.04,15
333773,3123181,32501,4866,-1.51,21
333853,3123181,32501,4788,-0.93,34
333933,3123181,32501,4710,-0.96,54
334253,3123181,32501,4397,5.39,18
334413,3123181,32501,4242,-0.69,68
334493,3123181,32501,4164,-0.33,26
334653,3123181,32501,4009,-0.44,16
334733,3123181,32501,3931,-1.01,25
334813,3123181,32501,3854,-0.73,73
334973,3123181,32501,3699,-0.48,70
335133,3123181,32501,3545,-0.40,15
335213,3123181,32501,3469,-0.73,58
335453,3123181,32501,3239,-0.39,66
335613,3123181,32501,3087,-0.34,48
335693,3123181,32501,3012,-0.31,55
335773,3123181,32501,2936,-0.36,36
335853,3123181,32501,2861,-0.46,47
336013,3123181,32501,2711,-0.42,71
336093,3123181,32501,2637,-7.44,35
336333,3123181,32501,2416,2.78,35
336413,3123181,32501,2343,-0.58,65
336573,3123181,32501,2199,19.61,17
336733,3123181,32356,2057,-0.50,55
336813,3123181,32356,1985,-0.29,68
336973,3123181,32356,1842,-0.16,28
337133,3123181,32356,1703,-0.40,41
337213,3123181,32356,1634,-0.32,74
337293,3123181,32356,1567,-0.40,43
337453,3123181,32356,1437,-0.52,16
337533,3123181,32356,1374,-0.01,13
337693,3123181,32199,1245,-43.09,19
337773,3123181,32199,1182,-0.37,19
337853,3123181,32042,1118,-0.06,52
337933,3123181,32042,1053,-0.47,53
338013,3123181,32042,989,-0.44,65
338093,3123181,31884,926,-0.62,37
338413,3123181,31727,669,-0.45,49
338573,3123181,31727,546,-0.29,64
338973,3123181,31135,216,0.05,13
339373,3123181,31268,177,-0.49,27
340413,3123181,31268,1215,-0.21,37
340653,3123181,31268,1455,0.22,44
340813,3123181,31268,1615,0.36,67
340973,3123181,31268,1775,-0.24,32
341933,3123181,31268,2735,0.12,54
342173,3123181,31268,2975,0.18,22
342253,3123181,31268,3055,0.53,40
342333,3123181,31268,3135,0.08,68
342573,3123181,31268,3375,0.15,63
342653,3123181,31268,3455,0.40,73
342733,3123181,31268,3535,0.34,74
342813,3123181,31268,3615,0.46,74
342893,3123181,31268,3695,0.56,30
332973,3123101,32501,5639,8.12,33
333293,3123101,32501,5323,-16.99,39
333453,3123101,32501,5165,-0.88,67
333533,3123101,32501,5087,-0.94,42
333773,3123101,32501,4851,-0.35,31
333853,3123101,32501,4772,-0.88,44
333933,3123101,32501,4694,-0.70,66
334253,3123101,32501,4380,-0.81,44
334333,3123101,32501,4302,-0.55,28
334493,3123101,32501,4146,-0.33,16
334573,3123101,32501,4068,-0.33,56
334653,3123101,32501,3990,-0.83,33
334733,3123101,32501,3912,-0.58,77
334813,3123101,32501,3834,-0.33,39
334893,3123101,32501,3756,-0.77,19
335053,3123101,32501,3601,-0.19,23
335133,3123101,32501,3524,22.20,43
335213,3123101,32501,3447,-0.33,37
335373,3123101,32501,3293,-0.53,51
335453,3123101,32501,3216,-0.35,32
336253,3123101,32501,2459,-0.54,57
336813,3123101,32501,1949,-0.19,55
336893,3123101,32356,1878,-0.32,32
336973,3123101,32356,1806,1.86,49
337053,3123101,32356,1734,-3.76,65
337133,3123101,32356,1663,0.02,37
337213,3123101,32356,1593,-0.40,44
337293,3123101,32356,1524,-0.66,50
337773,3123101,32199,1133,-0.87,28
337853,3123101,32199,1069,-0.47,57
338013,3123101,32042,941,-0.45,26
338573,3123101,31727,493,-0.54,33
339853,3123101,31268,657,0.05,41
340013,3123101,31268,817,-0.22,37
340173,3123101,31268,976,-8.52,26
340413,3123101,31268,1216,-0.09,66
340573,3123101,31268,1376,-0.28,43
340653,3123101,31268,1456,-0.48,26
340733,3123101,31268,1536,0.27,74
341053,3123101,31268,1856,0.19,66
341213,3123101,31268,2016,-18.94,19
341453,3123101,31268,2255,-0.22,30
341773,3123101,31268,2575,-0.07,15
341933,3123101,31268,2735,0.23,17
342173,3123101,31268,2975,-8.59,19
342493,3123101,31268,3295,-0.10,32
342653,3123101,31268,3455,0.68,13
342893,3123101,31268,3695,-4.75,51
342973,3123101,31268,3775,-0.03,20
343293,3123101,31268,4095,0.18,22
332973,3123021,32501,5626,-0.69,32
333133,3123021,32501,5468,-31.12,22
333293,3123021,32501,5310,-0.89,13
334573,3123021,32501,4051,-6.75,25
334653,3123021,32501,3972,-0.56,63
334733,3123021,32501,3894,-0.55,61
334893,3123021,32501,3738,-0.70,50
334973,3123021,32501,3660,-0.47,52
335053,3123021,32501,3582,-0.44,50
335133,3123021,32501,3504,-0.40,74
335213,3123021,32501,3427,-0.81,37
335373,3123021,32501,3271,-8.90,17
335533,3123021,32501,3117,-0.24,42
335613,3123021,32501,3040,6.86,33
335773,3123021,32501,2886,-0.40,55
335853,3123021,32501,2810,-0.41,72
336253,3123021,32501,2430,8.37,50
336493,3123021,32501,2206,-0.29,51
336653,3123021,32501,2059,-6.77,35
336813,3123021,32501,1913,-0.01,45
337133,3123021,32356,1627,-0.50,65
337213,3123021,32356,1555,-0.54,81
337293,3123021,32356,1485,-0.40,59
337373,3123021,32356,1415,-0.31,66
337453,3123021,32356,1346,-0.53,14
337693,3123021,32356,1149,-0.71,39
337773,3123021,32356,1087,4.81,22
337933,3123021,32199,957,-32.02,21
339933,3123021,31268,747,-0.08,25
340173,3123021,31268,984,-0.19,22
340333,3123021,31268,1143,0.17,48
340413,3123021,31268,1222,0.16,43
340493,3123021,31268,1302,0.75,18
340573,3123021,31268,1381,-8.33,17
340653,3123021,31268,1461,-2.67,44
340813,3123021,31268,1620,0.16,74
340893,3123021,31268,1700,0.26,74
341293,3123021,31268,2099,0.38,17
341613,3123021,31268,2419,-0.01,28
341773,3123021,31268,2578,0.06,58
342093,3123021,31268,2898,0.46,55
342413,3123021,31268,3218,0.16,49
342573,3123021,31268,3377,-17.75,19
342893,3123021,31268,3697,-8.56,18
343133,3123021,31268,3937,0.72,54
343213,3123021,31268,4017,0.63,30
343293,3123021,31268,4097,0.23,18
333053,3122941,32501,5536,-1.05,38
333133,3122941,32501,5457,-0.80,12
333533,3122941,32501,5061,4.28,35
333853,3122941,32501,4744,-0.53,45
333933,3122941,32501,4665,-1.01,20
334093,3122941,32501,4508,-9.33,22
334253,3122941,32501,4350,-0.68,82
334333,3122941,32501,4271,-7.91,39
334413,3122941,32501,4192,-0.86,25
334733,3122941,32501,3878,-0.81,54
334893,3122941,32501,3721,-0.62,80
335053,3122941,32501,3564,-0.75,67
335693,3122941,32501,2942,6.31,29
335853,3122941,32501,2787,-0.49,27
335933,3122941,32501,2710,-0.64,72
336013,3122941,32501,2633,-0.65,47
336333,3122941,32501,2328,-5.63,15
336493,3122941,32501,2177,4.89,54
336653,3122941,32501,2028,-0.48,77
336813,3122941,32501,1880,-30.55,40
337053,3122941,32501,1663,-0.18,54
337133,3122941,32501,1592,26.24,47
337213,3122941,32356,1521,-0.52,74
337293,3122941,32356,1448,-0.60,40
337373,3122941,32356,1376,-0.41,37
337453,3122941,32356,1306,-4.62,15
337533,3122941,32356,1236,2.94,49
340253,3122941,31268,1076,-0.19,39
340653,3122941,31268,1470,0.28,55
340733,3122941,31268,1550,0.17,67
340813,3122941,31268,1629,-0.29,28
340893,3122941,31268,1708,-0.11,37
340973,3122941,31268,1788,-0.09,56
341133,3122941,31268,1947,0.38,64
341213,3122941,31268,2026,0.31,27
341693,3122941,31268,2504,-0.18,50
341773,3122941,31268,2584,-0.09,76
341933,3122941,31268,2743,-8.89,29
342493,3122941,31268,3302,-0.88,26
342733,3122941,31268,3541,0.52,56
342973,3122941,31268,3781,0.56,25
343293,3122941,31268,4100,1.60,18
332493,3122861,32501,6082,16.14,31
332973,3122861,32501,5605,3.48,24
333133,3122861,32501,5446,-1.03,51
333213,3122861,32501,5367,-0.96,47
333293,3122861,32501,5287,-0.91,76
333373,3122861,32501,5208,-0.98,41
333453,3122861,32501,5129,-0.89,48
333533,3122861,32501,5049,-0.74,49
333773,3122861,32501,4812,-27.88,34
333933,3122861,32501,4653,-0.74,75
334013,3122861,32501,4574,-0.58,71
334253,3122861,32501,4337,-13.67,29
334333,3122861,32501,4258,27.98,15
334653,3122861,32501,3942,0.93,67
334733,3122861,32501,3863,-0.68,77
334893,3122861,32501,3706,-1.11,32
334973,3122861,32501,3627,-24.86,20
335453,3122861,32501,3156,-0.71,69
335533,3122861,32501,3078,-34.03,45
335693,3122861,32501,2922,-1.03,17
335773,3122861,32501,2845,-0.45,31
335933,3122861,32501,2689,-0.42,67
336013,3122861,32501,2612,-0.45,42
336173,3122861,32501,2457,-0.63,67
336253,3122861,32501,2381,-0.65,62
336413,3122861,32501,2227,-0.31,56
336493,3122861,32501,2151,-0.32,47
336573,3122861,32501,2075,-0.37,72
336733,3122861,32501,1925,-0.41,49
336813,3122861,32501,1850,-0.23,52
336893,3122861,32501,1775,-0.22,67
336973,3122861,32501,1701,-0.51,64
337293,3122861,32501,1413,-0.57,34
337533,3122861,32356,1198,-0.16,53
337853,3122861,32356,925,8.43,28
338733,3122861,31884,231,-0.39,35
339293,3122861,31557,221,29.83,13
340493,3122861,31268,1328,0.34,18
340573,3122861,31268,1406,0.16,22
340653,3122861,31268,1484,-0.04,54
340973,3122861,31268,1799,0.04,39
341053,3122861,31268,1878,-0.04,67
341213,3122861,31268,2036,0.03,57
341373,3122861,31268,2194,-1.19,22
341453,3122861,31268,2274,-26.85,41
341613,3122861,31268,2433,-0.15,15
341693,3122861,31268,2512,0.44,61
342013,3122861,31268,2830,0.04,72
342093,3122861,31268,2910,0.25,51
342173,3122861,31268,2989,0.17,35
342253,3122861,31268,3069,0.32,67
342493,3122861,31268,3308,0.67,15
342573,3122861,31268,3388,0.55,38
342653,3122861,31268,3467,0.64,55
342733,3122861,31268,3547,0.60,27
342813,3122861,31268,3627,20.67,37
342973,3122861,31268,3786,-2.33,16
343213,3122861,31268,4026,-0.11,21
343453,3122861,31268,4265,0.27,20
343613,3122861,31268,4425,13.50,19
332413,3122781,32501,6153,-0.45,47
332493,3122781,32501,6074,-1.28,26
332893,3122781,32501,5676,6.39,33
332973,3122781,32501,5596,2.04,24
333213,3122781,32501,5357,-0.55,24
333293,3122781,32501,5278,-0.94,31
333853,3122781,32501,4722,-0.54,45
333933,3122781,32501,4642,-0.62,50
334013,3122781,32501,4563,-0.62,65
334093,3122781,32501,4484,-7.98,18
334173,3122781,32501,4404,-0.65,75
334573,3122781,32501,4008,-0.86,59
334733,3122781,32501,3850,-0.79,50
334813,3122781,32501,3771,-0.40,49
334893,3122781,32501,3692,-0.69,50
334973,3122781,32501,3613,-0.44,36
335053,3122781,32501,3534,-0.50,36
335453,3122781,32501,3141,-0.94,46
335613,3122781,32501,2984,-0.40,64
335693,3122781,32501,2905,10.59,35
335933,3122781,32501,2671,-0.19,26
336013,3122781,32501,2593,-0.76,27
336093,3122781,32501,2515,-0.74,19
336253,3122781,32501,2359,-0.53,42
336333,3122781,32501,2282,-0.26,63
336493,3122781,32501,2128,-0.08,45
336573,3122781,32501,2051,-0.43,80
336733,3122781,32501,1898,-4.20,43
336893,3122781,32501,1747,-0.76,20
336973,3122781,32501,1672,-0.26,29
337053,3122781,32501,1597,-0.57,18
337133,3122781,32501,1523,-0.60,18
337213,3122781,32501,1449,-0.66,24
337373,3122781,32501,1305,0.10,26
338173,3122781,32199,621,-0.47,52
338973,3122781,31727,20,-0.39,29
339453,3122781,31557,398,-0.13,22
339693,3122781,31412,610,0.91,16
340573,3122781,31268,1424,-0.16,56
340653,3122781,31268,1502,0.31,50
340733,3122781,31268,1579,-0.04,45
340813,3122781,31268,1657,0.29,24
340893,3122781,31268,1735,0.04,59
341133,3122781,31268,1970,-0.05,13
341853,3122781,31268,2681,0.23,66
342013,3122781,31268,2839,-32.66,26
342333,3122781,31268,3157,0.45,57
342493,3122781,31268,3316,0.77,16
342653,3122781,31268,3475,0.40,36
342893,3122781,31268,3714,0.03,31
343373,3122781,31268,4191,0.56,37
343453,3122781,31268,4271,0.73,15
332813,3122701,32501,5748,1.70,19
332893,3122701,32501,5668,1.72,30
332973,3122701,32501,5588,5.34,48
333293,3122701,32501,5270,-0.84,29
333373,3122701,32501,5190,-0.92,38
333453,3122701,32501,5110,-0.70,43
333533,3122701,32501,5031,-0.96,59
333613,3122701,32501,4951,-1.73,30
333693,3122701,32501,4872,-1.06,21
333773,3122701,32501,4792,-0.90,71
333853,3122701,32501,4713,-0.54,50
333933,3122701,32501,4633,-0.93,48
334013,3122701,32501,4553,-0.91,57
334653,3122701,32501,3918,-0.50,73
334733,3122701,32501,3839,-0.77,79
334973,3122701,32501,3601,-0.49,23
335053,3122701,32501,3522,2.32,28
335133,3122701,32501,3443,-0.52,83
335213,3122701,32501,3364,-0.38,26
335373,3122701,32501,3206,-0.79,69
335613,3122701,32501,2969,-0.68,48
335693,3122701,32501,2890,-0.64,67
335773,3122701,32501,2811,-0.58,82
335933,3122701,32501,2654,-0.57,72
336013,3122701,32501,2576,-0.68,58
336093,3122701,32501,2497,-0.42,24
336173,3122701,32501,2419,-0.58,43
336253,3122701,32501,2341,3.19,30
336333,3122701,32501,2263,-0.75,66
336493,3122701,32501,2107,-0.51,33
336733,3122701,32501,1875,-0.50,75
336813,3122701,32501,1798,-0.60,69
336973,3122701,32501,1645,17.85,20
337053,3122701,32501,1569,-8.81,29
337133,3122701,32501,1494,-0.15,60
337933,3122701,32356,770,-0.54,33
338173,3122701,32356,575,0.01,33
340573,3122701,31268,1447,2.21,12
340733,3122701,31268,1600,-0.02,41
340973,3122701,31268,1832,-6.75,12
341053,3122701,31268,1909,0.27,15
341373,3122701,31268,2221,-0.13,63
341613,3122701,31268,2457,0.00,27
341693,3122701,31268,2536,0.28,75
341853,3122701,31268,2693,2.24,35
341933,3122701,31268,2772,0.06,20
342173,3122701,31268,3009,0.04,72
342573,3122701,31268,3405,0.05,39
342653,3122701,31268,3484,7.63,32
342733,3122701,31268,3564,0.08,17
342893,3122701,31268,3722,0.18,27
343133,3122701,31268,3961,0.17,19
343293,3122701,31268,4120,0.01,15
343373,3122701,31268,4199,0.67,13
343613,3122701,31268,4438,0.55,43
332493,3122621,32501,6060,-9.34,12
332653,3122621,32501,5901,1.88,13
332733,3122621,32501,5821,3.28,20
333133,3122621,32501,5422,0.96,27
333213,3122621,32501,5342,20.55,18
333373,3122621,32501,5183,-0.69,50
333453,3122621,32501,5103,-1.01,35
333533,3122621,32501,5023,-0.53,22
333613,3122621,32501,4944,-0.43,37
334013,3122621,32501,4545,-0.65,26
334093,3122621,32501,4466,-3.71,34
334173,3122621,32501,4386,-0.90,62
334573,3122621,32501,3988,-0.55,28
334733,3122621,32501,3829,-0.95,37
334813,3122621,32501,3750,-0.92,52
334973,3122621,32501,3591,-0.72,33
335213,3122621,32501,3352,-0.72,48
335533,3122621,32501,3035,-0.34,22
335693,3122621,32501,2877,-0.37,37
335853,3122621,32501,2719,-0.86,17
335933,3122621,32501,2640,-14.60,13
336013,3122621,32501,2561,-0.36,68
336093,3122621,32501,2482,-0.32,66
336173,3122621,32501,2403,41.31,15
336333,3122621,32501,2246,-0.72,46
336573,3122621,32501,2011,-0.26,72
336653,3122621,32501,1933,-0.19,38
336733,3122621,32501,1855,-0.81,43
336813,3122621,32501,1777,-0.19,19
336973,3122621,32501,1622,-0.80,36
337053,3122621,32501,1545,0.08,26
337133,3122621,32501,1469,-0.18,14
338733,3122621,32042,81,0.19,30
340253,3122621,31268,1182,-17.91,18
340733,3122621,31268,1625,-0.18,48
340813,3122621,31268,1700,-0.01,60
340893,3122621,31268,1777,-0.16,23
340973,3122621,31268,1853,-0.38,13
341053,3122621,31268,1930,-0.11,52
341133,3122621,31268,2007,-3.26,22
341293,3122621,31268,2162,0.01,74
341373,3122621,31268,2239,-0.30,18
341453,3122621,31268,2317,0.07,56
341693,3122621,31268,2551,-0.22,25
341853,3122621,31268,2708,-0.17,26
342093,3122621,31268,2943,0.10,40
342253,3122621,31268,3101,0.09,57
342333,3122621,31268,3180,0.07,23
342813,3122621,31268,3654,0.69,23
343053,3122621,31268,3891,0.21,42
343293,3122621,31268,4129,0.14,18
332573,3122541,32501,5975,-0.64,15
332653,3122541,32501,5895,-0.57,40
332733,3122541,32501,5816,-0.60,21
332813,3122541,32501,5736,3.89,12
332973,3122541,32501,5576,-0.51,17
333053,3122541,32501,5496,5.36,29
333453,3122541,32501,5097,27.61,20
333533,3122541,32501,5017,-0.65,15
333773,3122541,32501,4778,-0.59,31
334573,3122541,32501,3980,-0.85,42
334733,3122541,32501,3821,-0.65,66
334893,3122541,32501,3662,-0.46,72
334973,3122541,32501,3582,-0.70,36
335053,3122541,32501,3502,-0.32,31
335213,3122541,32501,3343,-0.32,16
335373,3122541,32501,3184,-0.84,18
335613,3122541,32501,2946,-11.70,17
336013,3122541,32501,2549,-0.65,70
336173,3122541,32501,2390,-6.81,46
336253,3122541,32501,2311,-0.69,28
336493,3122541,32501,2074,-0.48,71
336573,3122541,32501,1996,-0.21,55
336733,3122541,32501,1838,-6.33,37
336893,3122541,32501,1681,-0.55,22
340253,3122541,31412,1219,-0.45,42
340733,3122541,31268,1653,0.25,21
340893,3122541,31268,1802,-0.09,56
340973,3122541,31268,1878,-0.12,21
341213,3122541,31268,2106,-0.02,19
341533,3122541,31268,2414,0.18,37
341853,3122541,31268,2725,-0.01,15
342173,3122541,31268,3037,0.05,55
342573,3122541,31268,3430,0.63,48
342893,3122541,31268,3745,0.04,40
343053,3122541,31268,3903,0.38,53
343213,3122541,31268,4061,0.26,36
343293,3122541,31268,4140,0.15,23
332333,3122461,33151,6206,5.38,27
332413,3122461,33151,6127,12.47,19
332653,3122461,33151,5889,-0.46,29
332813,3122461,33151,5731,-0.39,21
333053,3122461,32501,5492,5.45,27
333453,3122461,32501,5092,-0.61,22
333533,3122461,32501,5012,-12.93,13
333613,3122461,32501,4932,-0.88,41
333693,3122461,32501,4852,-0.80,15
333853,3122461,32501,4693,-27.91,19
333933,3122461,32501,4613,-1.14,54
334013,3122461,32501,4533,17.73,29
334573,3122461,32501,3974,-0.75,64
334733,3122461,32501,3815,-0.99,58
334813,3122461,32501,3735,-0.76,65
334893,3122461,32501,3655,-0.78,78
336173,3122461,32501,2380,-0.61,64
336333,3122461,32501,2221,-0.50,26
336493,3122461,32501,2063,-0.68,71
336573,3122461,32501,1983,-0.21,69
336733,3122461,32501,1825,0.60,20
340493,3122461,31268,1468,-0.20,14
340813,3122461,31268,1757,11.37,13
340893,3122461,31268,1831,15.26,64
340973,3122461,31268,1905,0.25,77
341053,3122461,31268,1980,-32.33,44
341133,3122461,31268,2055,-0.24,50
341373,3122461,31268,2283,0.37,54
341453,3122461,31268,2359,0.40,54
341533,3122461,31268,2435,0.17,16
341613,3122461,31268,2512,-0.13,41
341693,3122461,31268,2589,0.21,15
342253,3122461,31268,3132,0.43,63
342493,3122461,31268,3367,0.33,50
342813,3122461,31268,3681,-0.04,37
332493,3122381,33151,6037,-0.47,33
332733,3122381,33151,5799,-2.90,17
332813,3122381,33151,5720,1.03,42
332893,3122381,33151,5640,2.98,42
332973,3122381,33151,5561,-0.25,45
333053,3122381,33151,5482,-0.50,36
333533,3122381,33151,5007,7.62,45
333613,3122381,33151,4928,0.55,47
333693,3122381,32501,4849,-0.42,32
333773,3122381,32501,4769,-12.50,24
334013,3122381,32501,4529,-0.88,45
334093,3122381,32501,4449,0.04,34
334173,3122381,32501,4369,-0.72,33
334413,3122381,32501,4129,-0.65,33
334493,3122381,32501,4049,-0.55,42
334573,3122381,32501,3970,-0.69,47
334653,3122381,32501,3890,-0.39,68
334733,3122381,32501,3810,-0.67,36
334813,3122381,32501,3730,-1.05,28
334973,3122381,32501,3570,-0.84,34
335213,3122381,32501,3330,-0.73,22
336173,3122381,32501,2373,-0.84,25
336573,3122381,32501,1974,14.83,62
339053,3122381,32042,325,-0.40,14
340573,3122381,31412,1576,-0.19,12
340653,3122381,31268,1647,-0.12,50
340733,3122381,31268,1718,0.18,23
341053,3122381,31268,2009,0.32,33
341133,3122381,31268,2083,4.40,15
341373,3122381,31268,2308,-0.09,51
341453,3122381,31268,2384,0.21,16
341613,3122381,31268,2535,0.47,34
342573,3122381,31268,3462,0.32,25
343373,3122381,31268,4246,0.42,17
332813,3122301,33151,5709,0.97,20
332893,3122301,33151,5630,-0.49,48
332973,3122301,33151,5550,1.79,35
333053,3122301,33151,5471,3.25,58
333133,3122301,33151,5392,2.01,44
333453,3122301,33151,5075,-1.12,37
333613,3122301,33151,4916,-0.57,61
333693,3122301,33151,4837,-0.92,66
333773,3122301,33151,4758,-0.70,79
333853,3122301,33151,4679,-0.68,85
333933,3122301,33151,4600,13.30,23
334013,3122301,33151,4521,-1.12,65
334093,3122301,33151,4442,-19.05,13
334173,3122301,33151,4363,-0.29,14
334573,3122301,32501,3967,-0.59,65
334653,3122301,32501,3887,-0.27,61
334733,3122301,32501,3807,7.26,43
334813,3122301,32501,3727,-0.56,54
334893,3122301,32501,3647,-0.96,35
335053,3122301,32501,3487,-0.40,34
335933,3122301,32501,2607,-0.37,36
336253,3122301,32501,2288,-0.67,51
336333,3122301,32501,2208,-57.61,44
336573,3122301,32501,1968,-0.66,31
336653,3122301,32501,1888,6.22,28
338093,3122301,32501,458,55.80,16
340333,3122301,31557,1396,0.24,25
340413,3122301,31557,1469,-14.82,22
340733,3122301,31412,1755,0.16,55
340813,3122301,31268,1826,-0.34,32
340893,3122301,31268,1897,-0.03,39
340973,3122301,31268,1969,0.27,71
341053,3122301,31268,2041,0.15,54
341133,3122301,31268,2114,0.07,38
341213,3122301,31268,2188,-0.15,73
341773,3122301,31268,2712,0.51,21
343853,3122301,31268,4732,0.72,29
332493,3122221,35936,5996,-0.36,48
332573,3122221,35936,5927,-0.61,24
332653,3122221,35936,5858,-1.43,15
332893,3122221,33151,5620,-0.33,53
332973,3122221,33151,5541,-0.48,51
333053,3122221,33151,5461,2.94,44
333133,3122221,33151,5382,3.09,19
333293,3122221,33151,5223,5.12,23
333373,3122221,33151,5144,-0.72,68
333453,3122221,33151,5064,7.55,29
333533,3122221,33151,4985,-0.75,68
333693,3122221,33151,4826,-1.11,57
333853,3122221,33151,4667,-0.55,36
333933,3122221,33151,4588,-0.69,86
334093,3122221,33151,4430,-5.31,47
334333,3122221,33151,4192,-0.52,29
334493,3122221,33151,4034,-0.51,17
334573,3122221,33151,3955,-1.00,41
334653,3122221,33151,3876,-0.97,33
334733,3122221,33151,3797,-0.34,14
334813,3122221,33151,3718,-0.53,15
335133,3122221,33151,3403,-0.94,29
335453,3122221,32501,3085,-0.66,52
335853,3122221,32501,2685,-0.32,24
335933,3122221,32501,2605,-0.69,74
336093,3122221,32501,2445,-0.82,60
336253,3122221,32501,2285,-0.31,28
336493,3122221,32501,2045,-0.14,36
339773,3122221,31557,981,-0.20,27
340253,3122221,31557,1364,0.09,16
340653,3122221,31412,1719,-0.08,20
340733,3122221,31412,1790,0.23,42
340893,3122221,31412,1934,12.40,33
340973,3122221,31268,2005,-0.20,77
341053,3122221,31268,2076,-0.23,28
341373,3122221,31268,2366,0.34,57
341533,3122221,31268,2514,-13.67,24
