x,y,chainage_m,dist_m,dh_m,reliability
339773,3126341,27551,201,-2.93,35
339653,3126101,27696,95,4.03,26
338333,3125981,28797,935,-0.21,53
338453,3125981,28797,855,-0.48,48
343973,3125981,25097,3820,0.80,30
344093,3125981,25097,3921,25.47,35
342653,3125861,26016,2789,0.45,48
342773,3125861,26016,2892,0.10,53
342893,3125861,26016,2996,-3.53,25
343733,3125861,25399,3679,0.38,34
337613,3125741,29099,1395,-0.73,26
342773,3125741,26016,2955,0.42,37
343133,3125741,25399,3260,0.22,71
343253,3125741,25399,3354,0.02,26
343373,3125741,25399,3449,0.04,29
343613,3125741,25399,3645,0.22,58
336773,3125621,29099,2136,-0.41,35
337493,3125621,29099,1452,-0.84,40
337613,3125621,29099,1342,-0.18,60
338333,3125621,28797,724,-0.20,25
342533,3125621,26016,2825,0.45,35
343133,3125621,26016,3324,0.07,33
343373,3125621,25399,3523,-7.37,64
343613,3125621,25399,3714,0.15,40
343973,3125621,25399,4011,0.26,66
337013,3125501,29099,1874,-0.67,30
337373,3125501,29099,1526,-0.37,37
339413,3125501,28288,130,-0.37,41
340013,3125501,27973,600,-0.52,26
341813,3125501,27551,2308,0.15,43
341933,3125501,27551,2422,-0.05,49
343253,3125501,26016,3489,0.45,35
343613,3125501,25399,3786,0.19,67
343853,3125501,25399,3979,0.39,58
343973,3125501,25399,4077,0.52,71
335213,3125381,29099,3638,-0.65,73
335333,3125381,29099,3519,-0.88,75
335573,3125381,29099,3280,-0.50,32
337733,3125381,29099,1147,-0.23,42
337853,3125381,29099,1032,-0.41,35
338813,3125381,28797,188,-0.40,70
339053,3125381,28627,56,-0.57,26
339173,3125381,28627,65,-0.14,31
341933,3125381,27973,2451,0.11,57
342053,3125381,27973,2569,-0.01,30
342413,3125381,26016,2886,0.14,64
342773,3125381,26016,3162,0.39,59
332573,3125261,29099,6268,-0.89,62
332813,3125261,29099,6028,-0.89,68
332933,3125261,29099,5908,-12.19,49
333053,3125261,29099,5788,-0.87,70
334493,3125261,29099,4349,-0.84,68
334613,3125261,29099,4229,24.60,37
334853,3125261,29099,3990,9.22,33
335213,3125261,29099,3630,-0.86,77
335333,3125261,29099,3510,-0.82,73
335573,3125261,29099,3270,-0.55,57
335693,3125261,29099,3151,-0.51,47
335813,3125261,29099,3031,-0.87,36
336293,3125261,29099,2552,-0.52,76
337133,3125261,29099,1715,-0.01,36
337373,3125261,29099,1477,-0.20,45
337733,3125261,29099,1121,-0.97,26
338693,3125261,29099,237,10.62,38
338813,3125261,28942,133,-0.24,56
339413,3125261,28458,297,-0.36,41
343613,3125261,26016,3921,6.68,29
343733,3125261,26016,4024,0.50,60
343853,3125261,25399,4122,0.55,62
343973,3125261,25399,4217,-6.83,29
334133,3125141,29099,4706,-1.07,59
334493,3125141,29099,4346,-1.04,51
334733,3125141,29099,4106,-0.52,38
334853,3125141,29099,3986,-0.49,28
334973,3125141,29099,3866,-0.69,26
335093,3125141,29099,3746,-0.68,27
335333,3125141,29099,3506,-0.88,58
335453,3125141,29099,3386,-0.64,45
336293,3125141,29099,2546,-9.04,64
336653,3125141,29099,2186,-20.07,42
337973,3125141,29099,868,-0.54,57
342413,3125141,27973,2972,0.56,36
342653,3125141,27973,3205,-0.06,49
343853,3125141,26016,4189,0.58,57
343973,3125141,25399,4291,0.30,57
333053,3125021,29099,5785,-1.11,49
333293,3125021,29099,5545,-1.28,26
333773,3125021,29099,5065,-8.41,54
334133,3125021,29099,4705,-0.79,66
334373,3125021,29099,4465,-0.70,78
335093,3125021,29099,3745,-0.96,64
335213,3125021,29099,3626,-0.76,43
335573,3125021,29099,3266,-0.60,52
337253,3125021,29099,1586,-0.40,39
337493,3125021,29099,1346,-0.39,26
339293,3125021,28627,398,-0.64,31
342773,3125021,27973,3350,0.43,31
332453,3124901,29219,6385,-1.24,32
333653,3124901,29219,5185,-0.92,55
333773,3124901,29219,5065,-1.19,43
333893,3124901,29219,4945,-1.23,50
334493,3124901,29219,4345,-1.00,69
334613,3124901,29219,4225,-0.78,77
334733,3124901,29219,4105,-0.67,53
334853,3124901,29219,3985,-0.74,35
335213,3124901,29219,3626,-0.62,55
336653,3124901,29219,2186,-0.29,37
336893,3124901,29219,1946,-0.73,53
337493,3124901,29219,1346,-0.67,61
337613,3124901,29219,1226,-0.50,27
337973,3124901,29219,867,29.76,26
338213,3124901,29219,627,-0.29,61
333533,3124781,29219,5308,-1.16,35
333893,3124781,29219,4948,-0.90,80
334013,3124781,29219,4828,9.64,62
334133,3124781,29219,4708,-0.81,67
334373,3124781,29219,4468,-0.90,72
334493,3124781,29219,4349,-0.70,73
334613,3124781,29219,4229,-0.76,78
335093,3124781,29219,3749,-0.63,72
336173,3124781,29219,2671,-0.83,40
336293,3124781,29219,2551,-0.73,56
336533,3124781,29219,2312,4.50,39
336653,3124781,29219,2192,-0.76,62
336893,3124781,29219,1953,-0.71,52
337613,3124781,29219,1237,-0.63,52
338213,3124781,29219,649,-0.53,73
338333,3124781,29219,534,-0.24,59
332573,3124661,29219,6272,-1.36,32
332693,3124661,29219,6152,-6.78,48
332933,3124661,29219,5912,-1.01,41
333293,3124661,29219,5553,-0.94,63
333653,3124661,29219,5193,-0.68,40
333893,3124661,29219,4954,-0.79,72
334013,3124661,29219,4834,-0.75,63
334253,3124661,29219,4594,-0.83,64
334613,3124661,29219,4235,-0.72,74
336173,3124661,29219,2681,-0.59,71
336293,3124661,29219,2562,1.65,66
336413,3124661,29219,2443,-0.83,77
336533,3124661,29219,2324,-0.88,43
337373,3124661,29219,1494,-0.34,47
338093,3124661,29641,778,-0.48,63
338333,3124661,29641,539,-0.69,36
338813,3124661,29641,87,-2.32,28
342893,3124661,27973,3570,-0.21,27
332693,3124541,29219,6159,-1.16,74
332933,3124541,29219,5920,-0.93,68
333893,3124541,29219,4962,-1.00,84
334013,3124541,29219,4843,-0.86,74
334253,3124541,29219,4604,-1.17,50
334973,3124541,29219,3887,-0.65,55
335333,3124541,29219,3529,-0.87,33
335933,3124541,29219,2934,9.11,46
336053,3124541,29219,2816,-0.41,77
336293,3124541,29641,2576,-0.69,84
337973,3124541,29641,897,-0.54,70
338213,3124541,29641,657,-0.63,54
338453,3124541,29641,418,-0.07,32
332693,3124421,29219,6168,-1.45,29
332933,3124421,29219,5929,-0.89,57
333173,3124421,29219,5690,-8.00,37
333893,3124421,29219,4974,-1.09,83
334253,3124421,29219,4616,-1.09,71
334373,3124421,29219,4497,-0.96,72
334493,3124421,29219,4378,-0.65,57
334733,3124421,29641,4139,-0.54,34
334853,3124421,29641,4019,-0.55,36
335453,3124421,29641,3419,5.49,29
335813,3124421,29641,3060,-0.72,47
336053,3124421,29641,2820,-0.45,45
336173,3124421,29641,2701,-0.81,74
336413,3124421,29641,2461,-0.55,50
336533,3124421,29641,2341,-0.52,68
336653,3124421,29641,2222,-0.50,63
336773,3124421,29641,2102,-0.94,46
337973,3124421,29641,912,-0.67,74
338693,3124421,29774,212,-0.06,33
338813,3124421,29774,100,-0.58,33
332573,3124301,29219,6299,-1.22,40
332693,3124301,29219,6180,-1.21,41
334133,3124301,29641,4744,-0.86,72
334253,3124301,29641,4624,-12.60,42
334373,3124301,29641,4505,-1.27,40
334613,3124301,29641,4265,-0.67,60
334733,3124301,29641,4145,-1.22,38
334853,3124301,29641,4026,-1.05,61
335933,3124301,29641,2950,-0.77,48
336173,3124301,29641,2711,-0.51,74
336413,3124301,29641,2472,-0.46,74
336653,3124301,29641,2234,-0.74,33
336773,3124301,29641,2115,-0.81,27
338813,3124301,29906,127,-0.65,37
332453,3124181,32501,6401,-1.19,65
332573,3124181,32501,6287,7.86,50
332693,3124181,32501,6174,-0.94,33
332813,3124181,32501,6060,-1.13,76
332933,3124181,32501,5947,-1.39,40
334133,3124181,29641,4753,-1.20,45
334373,3124181,29641,4514,-1.10,52
335573,3124181,29641,3321,-0.94,51
335813,3124181,29641,3083,-0.66,83
335933,3124181,29641,2964,-0.65,65
336053,3124181,29641,2845,-1.18,32
336173,3124181,29641,2727,-0.74,61
336293,3124181,29641,2608,-0.47,60
336413,3124181,29641,2490,-0.88,30
336533,3124181,29641,2371,-0.85,32
336653,3124181,29641,2253,-0.87,36
332453,3124061,32501,6365,-0.90,47
332933,3124061,32501,5908,-0.84,42
333053,3124061,32501,5794,-1.27,57
333893,3124061,29641,5004,-1.12,64
334373,3124061,29641,4527,-0.88,80
334733,3124061,29641,4169,-0.61,65
334853,3124061,29641,4050,-1.05,81
335093,3124061,29641,3813,-0.44,35
335333,3124061,29641,3575,-0.91,67
335813,3124061,29641,3101,-0.86,40
336053,3124061,29641,2865,-0.59,50
336173,3124061,29641,2747,-0.57,78
336293,3124061,29641,2630,8.19,28
339293,3124061,30341,197,-0.20,57
339413,3124061,30341,312,-0.46,64
332333,3123941,32501,6446,-1.27,58
333053,3123941,32501,5757,-0.96,35
333173,3123941,32501,5643,-0.95,29
333293,3123941,32501,5529,-1.25,64
333773,3123941,32501,5075,-0.81,59
334013,3123941,32501,4851,-0.87,60
334133,3123941,32501,4739,-1.01,78
334253,3123941,32501,4628,-1.09,44
334733,3123941,29641,4186,-0.98,64
334853,3123941,29641,4068,-0.91,81
334973,3123941,29641,3949,21.08,52
335453,3123941,29641,3477,6.98,25
335693,3123941,29641,3241,-0.70,59
335933,3123941,29641,3007,-44.90,28
336053,3123941,29641,2890,-52.47,48
336173,3123941,29641,2773,-0.65,56
336293,3123941,29641,2657,-0.53,27
336773,3123941,29774,2191,-0.44,43
337253,3123941,29906,1725,-0.33,43
338813,3123941,30196,292,0.07,41
339293,3123941,30341,192,-7.25,45
339413,3123941,30341,309,-0.07,61
340133,3123941,30618,1012,0.13,50
340373,3123941,30618,1249,-0.41,70
332333,3123821,32501,6415,-1.52,26
332453,3123821,32501,6299,-0.90,41
332933,3123821,32501,5837,-0.95,34
333053,3123821,32501,5721,-1.20,76
333293,3123821,32501,5492,-0.78,36
333533,3123821,32501,5263,-0.80,37
333653,3123821,32501,5149,-1.15,40
333893,3123821,32501,4922,3.37,62
334133,3123821,32501,4696,-1.03,60
334253,3123821,32501,4584,-0.87,71
334493,3123821,32501,4360,-1.17,62
334973,3123821,32501,3919,-0.96,64
335333,3123821,32501,3595,-0.66,81
335933,3123821,29641,3035,-0.56,79
338693,3123821,30485,418,-0.51,46
339293,3123821,30618,169,-0.39,33
340253,3123821,30618,1117,0.08,61
340373,3123821,30618,1237,-0.39,34
332333,3123701,32501,6386,-1.36,75
332573,3123701,32501,6153,-1.20,64
332693,3123701,32501,6036,-1.40,26
333053,3123701,32501,5688,-1.14,56
333173,3123701,32501,5573,-0.84,32
333533,3123701,32501,5227,-8.36,59
333653,3123701,32501,5112,-0.77,31
333773,3123701,32501,4998,-0.66,62
334373,3123701,32501,4429,-0.83,35
335813,3123701,32356,3112,-0.82,49
335933,3123701,32356,3005,-0.88,68
336173,3123701,32356,2794,-0.53,47
336533,3123701,29906,2482,-0.56,68
336893,3123701,29906,2137,-0.38,34
337973,3123701,30485,1148,-0.85,32
338093,3123701,30485,1030,-0.22,39
338213,3123701,30485,912,-0.49,44
339293,3123701,30618,164,0.07,43
339413,3123701,30618,280,-0.14,54
339893,3123701,30895,749,-0.14,30
340253,3123701,30895,1101,1.15,35
340493,3123701,30895,1338,-0.30,43
332813,3123581,32501,5891,-1.04,28
332933,3123581,32501,5774,-0.90,28
333053,3123581,32501,5658,-1.08,52
333173,3123581,32501,5542,-1.24,53
333653,3123581,32501,5078,-1.13,38
333893,3123581,32501,4848,-0.83,64
334253,3123581,32501,4504,-0.87,75
335213,3123581,32501,3603,-1.02,55
335333,3123581,32501,3493,-0.95,61
335813,3123581,32501,3058,-0.44,50
335933,3123581,32356,2951,4.84,43
336653,3123581,32356,2322,-0.07,28
337373,3123581,29906,1736,5.71,41
337733,3123581,30485,1406,-0.76,35
337853,3123581,30763,1286,27.70,38
338453,3123581,30763,687,0.02,30
338933,3123581,30763,212,-0.47,42
339413,3123581,30895,254,-0.07,69
340493,3123581,30895,1327,-1.59,45
341093,3123581,30895,1926,-0.08,39
332813,3123461,32501,5864,-1.30,45
333413,3123461,32501,5280,-1.09,60
333653,3123461,32501,5047,-1.27,33
333773,3123461,32501,4931,-1.13,45
334253,3123461,32501,4469,2.29,30
334493,3123461,32501,4239,-1.02,49
334973,3123461,32501,3784,-1.11,63
335213,3123461,32501,3558,-0.41,41
335813,3123461,32501,3005,-0.50,71
336773,3123461,32356,2156,-0.75,58
337013,3123461,32356,1957,-0.67,38
337613,3123461,32042,1477,-0.69,57
339533,3123461,30895,369,2.68,43
339653,3123461,30895,488,-0.09,69
339893,3123461,30895,727,-0.39,54
340253,3123461,30895,1086,-8.85,28
340373,3123461,30895,1206,-7.64,46
340613,3123461,30895,1446,-43.37,47
340853,3123461,31268,1683,0.23,54
340973,3123461,31268,1801,-0.38,53
342293,3123461,31268,3110,-0.03,34
333893,3123341,32501,4785,-0.71,39
334253,3123341,32501,4436,-0.94,37
334613,3123341,32501,4089,-0.96,51
334733,3123341,32501,3974,-0.76,65
334853,3123341,32501,3860,-1.19,31
335333,3123341,32501,3404,-1.06,49
336533,3123341,32356,2307,-0.66,60
336653,3123341,32356,2200,-0.35,43
337373,3123341,32199,1598,-0.70,28
337493,3123341,32199,1501,-0.65,32
337733,3123341,32042,1309,-8.62,66
338213,3123341,31727,925,-0.75,37
338693,3123341,31015,478,-0.84,31
338813,3123341,31015,359,-0.50,52
338933,3123341,31015,241,-0.06,46
339173,3123341,31015,53,25.30,70
339653,3123341,31015,488,-0.40,43
339893,3123341,31268,720,0.00,25
340013,3123341,31268,836,-0.34,60
340253,3123341,31268,1071,-0.07,52
340613,3123341,31268,1427,0.15,63
340853,3123341,31268,1665,0.16,29
341093,3123341,31268,1904,-0.27,60
333173,3123221,32501,5463,-1.21,26
333773,3123221,32501,4875,-2.62,36
334013,3123221,32501,4640,33.92,37
334253,3123221,32501,4407,18.81,55
334373,3123221,32501,4290,-20.40,36
334493,3123221,32501,4174,-0.88,67
334733,3123221,32501,3941,-1.05,45
335573,3123221,32501,3138,-0.62,65
335693,3123221,32501,3025,-0.66,48
336053,3123221,32501,2689,-0.76,55
337493,3123221,32356,1430,-0.66,63
337613,3123221,32199,1333,7.12,40
337853,3123221,32042,1141,-0.74,43
338693,3123221,31135,478,-0.24,54
338813,3123221,31135,359,8.50,41
340013,3123221,31268,818,-0.03,63
340373,3123221,31268,1177,-1.83,28
340733,3123221,31268,1536,-0.00,57
341453,3123221,31268,2256,-0.11,42
341933,3123221,31268,2736,0.43,45
342653,3123221,31268,3456,-0.04,31
333293,3123101,32501,5323,-17.27,39
333413,3123101,32501,5205,-32.17,34
333533,3123101,32501,5087,-1.21,42
333773,3123101,32501,4851,-0.61,31
333893,3123101,32501,4733,-1.05,57
334253,3123101,32501,4380,-1.07,44
334613,3123101,32501,4029,-0.82,54
334733,3123101,32501,3912,-0.84,77
335453,3123101,32501,3216,-0.59,32
335573,3123101,32501,3101,-0.86,65
336893,3123101,32356,1878,-0.53,32
337133,3123101,32356,1663,-0.19,37
337253,3123101,32356,1559,-0.81,51
337853,3123101,32199,1069,-0.67,57
338573,3123101,31727,493,-0.73,33
338693,3123101,31727,406,-0.67,28
340013,3123101,31268,817,-0.38,37
340613,3123101,31268,1416,-0.96,66
340733,3123101,31268,1536,0.12,74
341453,3123101,31268,2255,-0.36,30
341573,3123101,31268,2375,-0.38,25
341813,3123101,31268,2615,0.28,54
342893,3123101,31268,3695,-4.86,51
333293,3122981,32501,5304,-0.96,40
334133,3122981,32501,4475,-1.04,55
334253,3122981,32501,4357,-0.77,63
334613,3122981,32501,4003,3.43,43
334733,3122981,32501,3886,-0.81,25
334853,3122981,32501,3768,-1.01,48
334973,3122981,32501,3651,-0.86,45
335093,3122981,32501,3534,-1.03,64
335573,3122981,32501,3068,-0.96,69
335693,3122981,32501,2952,-0.94,66
335813,3122981,32501,2837,-0.60,63
335933,3122981,32501,2722,-0.89,78
336053,3122981,32501,2607,-0.83,31
336293,3122981,32501,2379,-0.83,65
336533,3122981,32501,2154,-0.31,55
336653,3122981,32501,2043,-0.44,73
337133,3122981,32356,1610,-5.46,27
337253,3122981,32356,1502,-0.73,63
337373,3122981,32356,1395,-0.20,40
337733,3122981,32356,1093,-0.69,44
340373,3122981,31268,1187,-0.34,46
340493,3122981,31268,1306,0.33,26
340733,3122981,31268,1545,0.14,60
340853,3122981,31268,1664,-0.31,61
341813,3122981,31268,2621,-0.19,32
332453,3122861,32501,6122,9.94,34
333293,3122861,32501,5287,-1.18,76
333533,3122861,32501,5049,-1.00,49
333773,3122861,32501,4812,-28.14,34
334013,3122861,32501,4574,-0.84,71
334133,3122861,32501,4455,-8.47,38
334253,3122861,32501,4337,-13.92,29
334613,3122861,32501,3981,-0.84,55
334733,3122861,32501,3863,-0.92,77
335453,3122861,32501,3156,-0.94,69
335573,3122861,32501,3039,-5.07,40
335933,3122861,32501,2689,-0.64,67
336053,3122861,32501,2573,-0.41,40
336173,3122861,32501,2457,-0.84,67
336413,3122861,32501,2227,-0.53,56
336533,3122861,32501,2113,-0.43,58
336773,3122861,32501,1887,-0.88,29
336893,3122861,32501,1775,-0.42,67
337853,3122861,32356,925,8.24,28
340853,3122861,31268,1681,-0.10,37
340973,3122861,31268,1799,-0.10,39
341213,3122861,31268,2036,-0.10,57
341333,3122861,31268,2155,-0.29,59
341453,3122861,31268,2274,-26.98,41
341693,3122861,31268,2512,0.32,61
342053,3122861,31268,2870,0.01,70
342173,3122861,31268,2989,0.05,35
342293,3122861,31268,3109,-0.28,26
342653,3122861,31268,3467,0.54,55
333293,3122741,32501,5274,-1.09,37
333413,3122741,32501,5154,-1.06,59
333893,3122741,32501,4677,-0.92,70
334013,3122741,32501,4558,-8.60,35
334133,3122741,32501,4439,-0.97,65
334253,3122741,32501,4320,-0.72,40
334613,3122741,32501,3963,-0.96,54
335093,3122741,32501,3488,-0.75,82
335333,3122741,32501,3252,-0.74,51
335453,3122741,32501,3133,-0.54,69
335573,3122741,32501,3015,-0.96,63
335693,3122741,32501,2897,-0.55,53
335813,3122741,32501,2780,-0.75,52
335933,3122741,32501,2662,-0.66,83
336293,3122741,32501,2311,-0.58,67
336413,3122741,32501,2194,8.28,60
336653,3122741,32501,1963,-1.06,26
336773,3122741,32501,1848,-0.62,74
336893,3122741,32501,1734,-0.83,49
338213,3122741,32199,566,-0.88,30
340253,3122741,31268,1133,0.06,25
340853,3122741,31268,1706,-0.14,57
340973,3122741,31268,1822,6.55,32
341213,3122741,31268,2057,-23.01,32
341333,3122741,31268,2174,0.26,34
341693,3122741,31268,2529,-0.14,55
342173,3122741,31268,3003,0.01,62
342533,3122741,31268,3360,0.30,72
342893,3122741,31268,3718,0.42,67
333173,3122621,32501,5382,-0.67,38
333413,3122621,32501,5143,-1.00,54
333653,3122621,32501,4904,-0.89,32
334013,3122621,32501,4545,-0.89,26
334613,3122621,32501,3948,26.21,29
334733,3122621,32501,3829,-1.18,37
334973,3122621,32501,3591,-0.95,33
335093,3122621,32501,3472,-25.77,37
335693,3122621,32501,2877,-0.58,37
336293,3122621,32501,2285,-0.65,52
336533,3122621,32501,2050,-0.38,59
336653,3122621,32501,1933,-0.39,38
340733,3122621,31268,1625,-0.31,48
340853,3122621,31268,1738,0.07,60
341093,3122621,31268,1968,0.03,56
341333,3122621,31268,2200,-0.24,70
341453,3122621,31268,2317,-0.04,56
332693,3122501,32501,5853,-0.76,40
333053,3122501,32501,5494,4.74,43
333533,3122501,32501,5015,-1.18,38
334613,3122501,32501,3937,-0.67,29
334733,3122501,32501,3818,-0.75,63
334853,3122501,32501,3698,-1.05,29
336533,3122501,32501,2029,-0.78,44
336653,3122501,32501,1910,54.59,34
336773,3122501,32501,1792,-0.57,54
340613,3122501,31268,1558,-0.30,36
341093,3122501,31268,2004,30.04,65
341453,3122501,31268,2347,-0.14,47
332453,3122381,33151,6076,-0.80,33
332813,3122381,33151,5720,0.77,42
332933,3122381,33151,5601,1.89,32
333053,3122381,33151,5482,-0.75,36
333413,3122381,33151,5126,-1.27,50
333533,3122381,33151,5007,7.38,45
333893,3122381,32501,4649,-0.93,53
334013,3122381,32501,4529,-1.11,45
334493,3122381,32501,4049,-0.78,42
334613,3122381,32501,3930,-0.69,72
334733,3122381,32501,3810,-0.89,36
334973,3122381,32501,3570,-1.05,34
341093,3122381,31268,2046,25.82,41
332453,3122261,35936,6050,-0.84,28
332933,3122261,33151,5585,-0.56,53
333053,3122261,33151,5466,1.59,38
333173,3122261,33151,5347,0.67,39
333293,3122261,33151,5228,6.29,29
333413,3122261,33151,5109,5.13,28
333773,3122261,33151,4752,-0.69,25
333893,3122261,33151,4633,-0.84,76
334013,3122261,33151,4515,-0.85,64
334133,3122261,33151,4396,-0.99,44
334493,3122261,33151,4041,-0.66,57
334853,3122261,32501,3686,-0.94,71
340253,3122261,31557,1344,0.14,53
340853,3122261,31268,1880,0.14,40
341213,3122261,31268,2204,0.19,38
332933,3122141,34922,5569,-0.56,41
333053,3122141,33151,5453,1.57,35
333533,3122141,33151,4975,-1.05,41
333773,3122141,33151,4737,-0.95,79
333893,3122141,33151,4618,-1.24,28
334013,3122141,33151,4499,-0.86,71
334133,3122141,33151,4379,-1.21,58
334373,3122141,33151,4141,-1.20,45
334853,3122141,33151,3666,33.96,35
335933,3122141,33151,2603,26.38,60
336053,3122141,32501,2486,-0.80,63
336413,3122141,32501,2126,-0.62,45
339773,3122141,31557,1039,0.03,56
339893,3122141,31557,1123,0.25,26
340373,3122141,31557,1508,0.12,38
340493,3122141,31557,1612,-0.01,54
340973,3122141,31412,2040,-0.06,72
333173,3122021,34922,5302,-8.41,26
333293,3122021,34922,5191,-0.69,35
333773,3122021,33151,4724,-0.74,27
334013,3122021,33151,4486,-0.79,47
334133,3122021,33151,4366,-1.14,58
334373,3122021,33151,4127,-42.96,50
334973,3122021,33151,3531,-0.45,50
336053,3122021,33151,2462,-0.86,39
340013,3122021,31557,1293,0.02,27
333173,3121901,35936,5247,-1.51,46
333773,3121901,34922,4702,40.92,45
333893,3121901,34922,4592,-0.88,60
334013,3121901,33151,4476,-1.04,67
334253,3121901,33151,4236,11.55,34
334373,3121901,33151,4117,-1.17,52
334853,3121901,33151,3638,-0.66,25
335093,3121901,33151,3399,-5.26,50
335213,3121901,33151,3280,-1.08,60
336533,3121901,33151,1969,-0.54,33
337373,3121901,33151,1147,9.23,36
340253,3121901,31557,1551,-0.33,38
333173,3121781,35936,5187,-0.79,43
333773,3121781,34922,4655,-0.84,57
333893,3121781,34922,4544,6.89,49
334013,3121781,34922,4434,-0.88,70
335213,3121781,33151,3270,-10.85,40
335453,3121781,33151,3031,-8.09,40
335693,3121781,33151,2791,-0.57,74
335933,3121781,33151,2552,-0.44,40
336053,3121781,33151,2432,3.92,32
337733,3121781,33151,768,-21.12,29
332933,3121661,35936,5339,5.03,42
333053,3121661,35936,5233,-0.58,38
333293,3121661,35936,5023,5.04,35
333533,3121661,35936,4815,-1.34,36
333653,3121661,35936,4713,-1.16,68
333773,3121661,35936,4611,-4.86,51
333893,3121661,34922,4500,-0.97,41
334013,3121661,34922,4388,-1.05,72
334133,3121661,34922,4277,-1.13,64
334253,3121661,34922,4166,-5.16,28
335693,3121661,33151,2786,-0.87,71
339653,3121661,32886,1128,-0.19,31
339773,3121661,32886,1247,10.00,31
339893,3121661,32886,1366,-3.85,27
332813,3121541,35936,5393,-0.64,31
333053,3121541,35936,5178,-4.20,38
333773,3121541,35936,4548,-0.64,29
334013,3121541,35936,4344,-1.19,50
334373,3121541,34922,4009,-1.07,54
335693,3121541,33958,2777,-0.70,39
337613,3121541,33151,867,-0.54,33
337853,3121541,33151,627,-0.65,73
339893,3121541,32886,1386,-0.07,27
332813,3121421,35936,5342,0.69,32
332933,3121421,35936,5233,-4.34,25
333053,3121421,35936,5125,-3.62,28
333773,3121421,35936,4487,-0.97,50
336893,3121421,33271,1586,-0.62,28
337493,3121421,33271,987,-0.14,51
332813,3121301,36515,5291,-0.83,29
333413,3121301,35936,4748,-6.76,44
333533,3121301,35936,4641,-1.20,53
333773,3121301,35936,4429,-1.01,79
333893,3121301,35936,4323,8.14,38
334973,3121301,34922,3363,-0.89,38
335213,3121301,34922,3142,-0.97,33
335693,3121301,34922,2710,-0.49,42
335933,3121301,34090,2486,-0.64,52
337493,3121301,33958,992,-0.96,50
332693,3121181,36515,5339,-0.83,27
332813,3121181,36515,5233,1.44,31
333293,3121181,35936,4805,7.24,62
333413,3121181,35936,4696,-0.81,46
334133,3121181,35936,4055,-0.66,46
334613,3121181,35936,3645,-0.57,37
334973,3121181,34922,3320,-0.80,68
335693,3121181,34922,2656,-0.44,27
335933,3121181,34922,2442,-1.17,53
336053,3121181,34922,2336,-0.86,54
332453,3121061,36660,5500,-0.94,27
333053,3121061,36515,4965,-1.28,46
333293,3121061,36515,4755,2.44,48
333533,3121061,35936,4537,-0.97,77
334133,3121061,35936,3998,-0.39,43
334853,3121061,35936,3378,29.58,40
335573,3121061,34922,2717,-0.38,30
336053,3121061,34922,2280,-0.55,48
332933,3120941,36515,5017,-0.92,46
333413,3120941,36515,4592,-1.17,76
333533,3120941,36515,4487,-0.98,76
333653,3120941,35936,4379,-1.03,45
334253,3120941,35936,3836,1.87,29
340733,3120941,33656,2202,-0.33,43
332693,3120821,36805,5178,-0.85,29
333413,3120821,36515,4535,-1.30,56
333653,3120821,36515,4323,-1.03,67
333893,3120821,35936,4111,-1.48,43
334973,3120821,35936,3148,-1.02,54
335093,3120821,35936,3046,-0.92,32
335573,3120821,35344,2629,-1.07,61
336053,3120821,34922,2182,-0.35,37
332813,3120701,36805,5017,1.19,32
333533,3120701,36515,4373,-1.04,27
334133,3120701,35936,3843,5.50,27
334613,3120701,35936,3407,-1.14,35
335093,3120701,35936,2984,-10.25,28
335213,3120701,35936,2881,-0.91,73
335933,3120701,35344,2253,-0.44,31
340973,3120701,33656,2470,0.15,41
341813,3120701,33656,3301,-0.22,36
342413,3120701,33656,3897,0.31,42
335453,3120581,35936,2614,-0.93,67
336053,3120581,35344,2092,-27.89,39
336173,3120581,35344,1985,-0.53,26
333053,3120461,36805,4696,-0.71,47
333893,3120461,36515,3943,4.13,27
334013,3120461,36515,3836,-1.49,31
334133,3120461,36515,3730,-1.21,26
334733,3120461,35936,3197,-2.54,34
335093,3120461,35936,2870,-10.76,43
335333,3120461,35936,2657,-0.95,34
335453,3120461,35936,2552,-0.77,36
335573,3120461,35936,2449,-0.96,72
336173,3120461,35344,1933,-0.49,38
339893,3120461,33656,1504,-37.28,32
340973,3120461,33656,2521,0.04,29
342293,3120461,33656,3811,0.31,36
332933,3120341,36805,4757,-0.60,34
333173,3120341,36805,4537,-0.41,47
333293,3120341,36805,4428,-0.46,27
333773,3120341,36660,3997,-1.40,39
334493,3120341,36515,3356,0.53,36
335573,3120341,35936,2389,-1.08,41
335693,3120341,35936,2284,-0.75,42
336053,3120341,35936,1981,-0.57,50
339773,3120341,33656,1457,-0.42,67
340733,3120341,33656,2327,0.00,75
340973,3120341,33656,2555,9.22,36
342773,3120341,33656,4305,0.36,34
332933,3120221,36805,4711,-0.57,56
333053,3120221,36805,4600,0.39,37
333173,3120221,36805,4489,-0.55,47
333293,3120221,36805,4379,0.85,34
334253,3120221,36660,3515,-1.35,26
334493,3120221,36515,3300,7.98,31
334853,3120221,36515,2984,6.67,33
335333,3120221,35936,2551,-1.17,27
339653,3120221,34475,1366,-0.13,48
339773,3120221,34475,1485,-0.37,67
340493,3120221,33656,2149,-0.21,44
340613,3120221,33656,2259,-0.43,31
340733,3120221,33656,2369,-0.07,66
340973,3120221,33656,2593,0.13,38
341093,3120221,33656,2706,-6.42,44
341213,3120221,33656,2820,0.12,77
