x,y,chainage_m,dist_m,dh_m,reliability
340253,3111821,39793,5529,1.19,48
341573,3111821,38924,6452,-0.21,44
341813,3111821,38924,6617,-0.07,49
341933,3111821,38924,6702,-0.28,25
342173,3111821,38924,6874,-0.37,45
333893,3111701,45558,1308,-1.00,46
334013,3111701,45231,1399,-0.94,50
334133,3111701,45231,1484,-0.84,29
336053,3111701,43141,3015,-1.22,27
336653,3111701,43141,3414,-0.58,56
336773,3111701,43141,3500,-0.95,58
336893,3111701,43141,3589,-0.65,58
338453,3111701,41171,4481,10.03,50
338813,3111701,41171,4714,-0.74,42
338933,3111701,41171,4795,-0.21,37
339173,3111701,41171,4962,-0.27,46
341213,3111701,39648,6278,6.69,28
341453,3111701,39648,6451,-4.71,51
334253,3111581,45231,1654,1.08,40
334853,3111581,45231,2131,-1.36,57
335573,3111581,45231,2767,-0.70,48
336173,3111581,43141,3184,-1.11,69
336653,3111581,43141,3499,-8.89,44
337013,3111581,43141,3758,-1.08,61
337613,3111581,41328,4097,-0.71,76
337733,3111581,41328,4159,-0.75,61
338453,3111581,41171,4575,-0.41,56
339053,3111581,41171,4965,-0.67,70
339293,3111581,41171,5132,-0.64,30
339773,3111581,39950,5421,-0.10,63
340733,3111581,39793,6028,-0.44,29
340853,3111581,39793,6110,-2.64,40
333533,3111461,45703,1211,-5.98,30
334253,3111461,45231,1738,-2.94,26
334733,3111461,45231,2099,-1.23,63
334853,3111461,45231,2197,-1.52,33
335333,3111461,45231,2606,-1.24,37
335573,3111461,45231,2819,-1.16,29
336053,3111461,43141,3209,-0.65,37
336413,3111461,43141,3428,-0.77,81
336533,3111461,43141,3506,-0.98,49
336653,3111461,43141,3586,-1.14,48
339293,3111461,41171,5217,-0.53,56
332813,3111341,46502,871,3.78,40
332933,3111341,46175,945,3.42,47
333293,3111341,45703,1176,-1.18,33
334973,3111341,45231,2364,-1.31,61
335333,3111341,45231,2665,-1.17,44
332693,3111221,46672,871,-1.15,66
333053,3111221,46175,1113,-1.01,27
333293,3111221,46175,1271,-1.45,45
334013,3111221,45558,1717,-1.01,69
334133,3111221,45558,1802,-39.16,42
334733,3111221,45231,2251,-1.15,82
334853,3111221,45231,2342,-1.15,57
335093,3111221,45231,2532,-1.17,67
335333,3111221,45231,2729,-1.01,60
333173,3111101,46175,1281,34.79,37
333653,3111101,45703,1570,-1.31,40
334253,3111101,45558,1971,-1.31,54
334973,3111101,45231,2511,-1.23,41
332693,3110981,46999,1040,-0.99,47
333653,3110981,45703,1669,-1.21,56
333053,3110861,46672,1379,-1.36,71
333893,3110861,45703,1905,-1.02,56
